Company,Route,Origin,Destination,Service Type
KMB,S64X,"東涌(滿東)","機場(循環線)",Special Service
KMB,SP1,"啟德體育園","坑口(北)(將軍澳醫院)",Regular
KMB,SP10,"啟德體育園","中環(港澳碼頭)",Regular
Citybus,SP10,"啟德體育園","中環 (港澳碼頭)",Regular
Citybus,SP11,"啟德體育園","小西灣 (藍灣半島)",Regular
KMB,SP12,"啟德體育園","落馬洲",Regular
Citybus,SP12,"啟德體育園","落馬洲 (新田)",Regular
Citybus,SP2,"啟德體育園","旺角",Regular
KMB,SP3,"啟德體育園","青富苑",Regular
KMB,SP5A,"啟德體育園","屯門碼頭",Regular
Citybus,SP5B,"啟德體育園","屯門 (菁田及和田)",Regular
KMB,SP6,"啟德體育園","天恆邨",Regular
KMB,SP7,"啟德體育園","上水",Regular
Citybus,SP9,"啟德體育園","日出康城",Regular
KMB,T270,"粉嶺(祥華)","尖沙咀東(麼地道)",Regular
KMB,T270,"尖沙咀東(麼地道)","粉嶺(祥華)",Regular
KMB,T277,"上水","藍田站",Regular
KMB,T277,"藍田站","上水",Regular
KMB,T74,"梧桐寨 (白牛石)","觀塘碼頭",Regular
KMB,T74,"觀塘碼頭","梧桐寨 (白牛石)",Regular
KMB,T80,"美田","九龍灣",Regular
KMB,T80,"顯徑","九龍灣",Special Service
KMB,W2,"佐敦(西九龍站)","觀塘(循環線)",Regular
KMB,W2,"佐敦(西九龍站)","麗港公園",Special Service
KMB,W2,"創紀之城","佐敦(西九龍站)",Special Service
KMB,W3,"上水","佐敦(西九龍站)",Regular
KMB,W3,"佐敦(西九龍站)","上水",Regular
KMB,W4,"高鐵(西九龍站)","香港故宮文化博物館(循環線)",Regular
KMB,X1,"東涌站","機場博覽館",Regular
KMB,X1,"機場博覽館","東涌站",Regular
Citybus,X1,"東涌站","機場博覽館",Regular
Citybus,X15,"中環 (天星碼頭)","山頂",Regular
KMB,X33,"機場博覽館巴士總站","洪元路洪福邨",Regular
KMB,X36,"機場博覽館","錦上路站",Regular
KMB,X40,"機場博覽館巴士總站","烏溪沙站",Regular
KMB,X42C,"青衣(長亨邨)","油塘",Regular
KMB,X42C,"長康邨康祥樓","油塘",Special Service
KMB,X42C,"油塘","青衣(長亨邨)",Regular
KMB,X42P,"青衣站","藍田站",Regular
KMB,X43,"機場博覽館巴士總站","粉嶺(聯和墟)",Regular
KMB,X47,"機場博覽館巴士總站","大埔(富亨)",Regular
Citybus,X55,"亞洲國際博覽館","亞洲國際博覽館",Regular
KMB,X6C,"美孚","香港兒童醫院",Regular
KMB,X6C,"香港兒童醫院","美孚",Regular
Citybus,X8,"跑馬地 (上)","小西灣 (藍灣半島)",Regular
KMB,X89D,"泥涌","觀塘碼頭",Regular
KMB,X89D,"泥涌","觀塘碼頭",Special Service
KMB,X89D,"觀塘碼頭","泥涌",Regular
Citybus,X9,"中環 (天星碼頭)","石澳",Regular
Citybus,X962,"金鐘 (西)","屯門 (龍門居)",Regular
Citybus,X970,"海怡半島","長沙灣 (甘泉街)",Regular
